"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"239","ast131","testtextrandom",21,15,6,"success",1
"240","ast131","testtextrandom",21,15,6,"success",0
"241","ast133","testtextrandom",9,9,0,"success",0
"242","ast133","testtextrandom",9,9,0,"success",0
"243","ast133","testtextrandom",9,9,0,"success",0
"244","ast133","testtextrandom",9,9,0,"success",1
"245","ast133","testtextrandom",9,9,0,"success",0
"246","ast133","testtextrandom",9,9,0,"success",0
"247","ast133","testtextrandom",9,9,0,"success",0
"248","ast133","testtextrandom",9,9,0,"success",0
"249","ast133","testtextrandom",9,9,0,"success",0
"250","ast134","testtextrandom",15,15,0,"success",0
"251","ast134","testtextrandom",15,15,0,"success",0
"252","ast134","testtextrandom",15,15,0,"success",0
"253","ast134","testtextrandom",15,15,0,"success",0
"254","ast134","testtextrandom",15,15,0,"success",0
"255","ast134","testtextrandom",15,15,0,"success",0
"256","ast134","testtextrandom",15,15,0,"success",0
"257","ast134","testtextrandom",15,15,0,"success",0
"258","ast134","testtextrandom",15,15,0,"success",0
"259","ast134","testtextrandom",15,15,0,"success",0
"260","ast134","testtextrandom",15,15,0,"success",0
"261","ast134","testtextrandom",15,15,0,"success",0
"262","ast134","testtextrandom",15,15,0,"success",0
"263","ast134","testtextrandom",15,15,0,"success",0
"264","ast134","testtextrandom",15,15,0,"success",0
"265","ast135","testtextrandom",4,3,1,"failure",0
"266","ast135","testtextrandom",4,3,1,"success",0
"267","ast135","testtextrandom",4,3,1,"success",0
"268","ast135","testtextrandom",4,3,1,"success",0
"269","ast136","testtextrandom",15,15,0,"success",0
"270","ast136","testtextrandom",15,15,0,"success",0
"271","ast136","testtextrandom",15,15,0,"success",1
"272","ast136","testtextrandom",15,15,0,"success",0
"273","ast136","testtextrandom",15,15,0,"success",1
"274","ast136","testtextrandom",15,15,0,"success",0
"275","ast136","testtextrandom",15,15,0,"success",0
"276","ast136","testtextrandom",15,15,0,"success",0
"277","ast136","testtextrandom",15,15,0,"success",0
"278","ast136","testtextrandom",15,15,0,"success",0
"279","ast136","testtextrandom",15,15,0,"success",1
"280","ast136","testtextrandom",15,15,0,"success",0
"281","ast136","testtextrandom",15,15,0,"success",0
"282","ast136","testtextrandom",15,15,0,"success",0
"283","ast136","testtextrandom",15,15,0,"success",0
"284","ast138","testtextrandom",16,16,0,"success",1
"285","ast138","testtextrandom",16,16,0,"success",0
"286","ast138","testtextrandom",16,16,0,"success",0
"287","ast138","testtextrandom",16,16,0,"success",0
"288","ast138","testtextrandom",16,16,0,"success",0
"289","ast138","testtextrandom",16,16,0,"success",1
"290","ast138","testtextrandom",16,16,0,"success",0
"291","ast138","testtextrandom",16,16,0,"success",1
"292","ast138","testtextrandom",16,16,0,"success",0
"293","ast138","testtextrandom",16,16,0,"success",1
"294","ast138","testtextrandom",16,16,0,"success",0
"295","ast138","testtextrandom",16,16,0,"success",0
"296","ast138","testtextrandom",16,16,0,"success",1
"297","ast138","testtextrandom",16,16,0,"success",1
"298","ast138","testtextrandom",16,16,0,"success",0
"299","ast138","testtextrandom",16,16,0,"success",0
