"","uid","Passwordscheme","Totallogin","Totalsuccess","Totalfail","SorF","time"
"77","ipt106","testpasstiles",21,15,6,"success",0
"78","ipt106","testpasstiles",21,15,6,"success",0
"79","ipt106","testpasstiles",21,15,6,"success",0
"80","ipt106","testpasstiles",21,15,6,"success",0
"81","ipt106","testpasstiles",21,15,6,"success",0
"82","ipt106","testpasstiles",21,15,6,"success",3
"83","ipt106","testpasstiles",21,15,6,"failure",0
"84","ipt106","testpasstiles",21,15,6,"success",1
"85","ipt106","testpasstiles",21,15,6,"success",0
"86","ipt106","testpasstiles",21,15,6,"success",0
"87","ipt106","testpasstiles",21,15,6,"success",0
"88","ipt109","testpasstiles",15,15,0,"success",0
"89","ipt109","testpasstiles",15,15,0,"success",0
"90","ipt109","testpasstiles",15,15,0,"success",0
"91","ipt109","testpasstiles",15,15,0,"success",0
"92","ipt109","testpasstiles",15,15,0,"success",0
"93","ipt109","testpasstiles",15,15,0,"success",1
"94","ipt109","testpasstiles",15,15,0,"success",0
"95","ipt109","testpasstiles",15,15,0,"success",0
"96","ipt109","testpasstiles",15,15,0,"success",1
"97","ipt109","testpasstiles",15,15,0,"success",1
"98","ipt109","testpasstiles",15,15,0,"success",0
"99","ipt109","testpasstiles",15,15,0,"success",1
"100","ipt109","testpasstiles",15,15,0,"success",0
"101","ipt109","testpasstiles",15,15,0,"success",0
"102","ipt109","testpasstiles",15,15,0,"success",0
"103","ipt110","testpasstiles",19,15,4,"failure",0
"104","ipt110","testpasstiles",19,15,4,"failure",1
"105","ipt110","testpasstiles",19,15,4,"failure",0
"106","ipt110","testpasstiles",19,15,4,"success",0
"107","ipt110","testpasstiles",19,15,4,"success",0
"108","ipt110","testpasstiles",19,15,4,"success",0
"109","ipt110","testpasstiles",19,15,4,"failure",2
"110","ipt110","testpasstiles",19,15,4,"success",0
"111","ipt110","testpasstiles",19,15,4,"success",0
"112","ipt110","testpasstiles",19,15,4,"success",0
"113","ipt110","testpasstiles",19,15,4,"success",0
"114","ipt110","testpasstiles",19,15,4,"success",0
"115","ipt110","testpasstiles",19,15,4,"success",0
"116","ipt110","testpasstiles",19,15,4,"success",0
"117","ipt110","testpasstiles",19,15,4,"success",1
"118","ipt110","testpasstiles",19,15,4,"success",0
"119","ipt110","testpasstiles",19,15,4,"success",0
"120","ipt110","testpasstiles",19,15,4,"success",0
"121","ipt110","testpasstiles",19,15,4,"success",0
"122","ipt113","testpasstiles",29,17,12,"success",0
"123","ipt113","testpasstiles",29,17,12,"success",0
"124","ipt113","testpasstiles",29,17,12,"success",0
"125","ipt113","testpasstiles",29,17,12,"failure",0
"126","ipt113","testpasstiles",29,17,12,"failure",1
"127","ipt113","testpasstiles",29,17,12,"failure",0
"128","ipt113","testpasstiles",29,17,12,"failure",0
"129","ipt113","testpasstiles",29,17,12,"success",0
"130","ipt113","testpasstiles",29,17,12,"success",2
"131","ipt113","testpasstiles",29,17,12,"success",0
"132","ipt113","testpasstiles",29,17,12,"success",0
"133","ipt113","testpasstiles",29,17,12,"failure",0
"134","ipt113","testpasstiles",29,17,12,"failure",0
"135","ipt113","testpasstiles",29,17,12,"failure",0
"136","ipt113","testpasstiles",29,17,12,"failure",0
"137","ipt113","testpasstiles",29,17,12,"success",0
"138","ipt113","testpasstiles",29,17,12,"success",0
"139","ipt113","testpasstiles",29,17,12,"failure",0
"140","ipt113","testpasstiles",29,17,12,"success",0
"141","ipt113","testpasstiles",29,17,12,"failure",0
"142","ipt113","testpasstiles",29,17,12,"failure",0
"143","ipt113","testpasstiles",29,17,12,"success",1
"144","ipt113","testpasstiles",29,17,12,"success",0
"145","ipt113","testpasstiles",29,17,12,"success",0
"146","ipt113","testpasstiles",29,17,12,"success",0
"147","ipt113","testpasstiles",29,17,12,"failure",1
"148","ipt113","testpasstiles",29,17,12,"success",0
"149","ipt113","testpasstiles",29,17,12,"success",0
"150","ipt113","testpasstiles",29,17,12,"success",0
"151","ipt119","testpasstiles",18,16,2,"success",1
"152","ipt119","testpasstiles",18,16,2,"success",0
"153","ipt119","testpasstiles",18,16,2,"success",1
"154","ipt119","testpasstiles",18,16,2,"success",0
"155","ipt119","testpasstiles",18,16,2,"failure",0
"156","ipt119","testpasstiles",18,16,2,"failure",0
"157","ipt119","testpasstiles",18,16,2,"success",0
"158","ipt119","testpasstiles",18,16,2,"success",0
"159","ipt119","testpasstiles",18,16,2,"success",0
"160","ipt119","testpasstiles",18,16,2,"success",1
"161","ipt119","testpasstiles",18,16,2,"success",0
"162","ipt119","testpasstiles",18,16,2,"success",1
"163","ipt119","testpasstiles",18,16,2,"success",1
"164","ipt119","testpasstiles",18,16,2,"success",1
"165","ipt119","testpasstiles",18,16,2,"success",0
"166","ipt119","testpasstiles",18,16,2,"success",0
"167","ipt119","testpasstiles",18,16,2,"success",1
"168","ipt119","testpasstiles",18,16,2,"success",0
"169","ipt131","testpasstiles",15,12,3,"success",1
"170","ipt131","testpasstiles",15,12,3,"success",1
"171","ipt131","testpasstiles",15,12,3,"success",1
"172","ipt131","testpasstiles",15,12,3,"success",0
"173","ipt131","testpasstiles",15,12,3,"success",1
"174","ipt131","testpasstiles",15,12,3,"success",0
"175","ipt131","testpasstiles",15,12,3,"failure",1
"176","ipt131","testpasstiles",15,12,3,"success",1
"177","ipt131","testpasstiles",15,12,3,"failure",1
"178","ipt131","testpasstiles",15,12,3,"success",1
"179","ipt131","testpasstiles",15,12,3,"success",0
"180","ipt131","testpasstiles",15,12,3,"failure",1
"181","ipt131","testpasstiles",15,12,3,"success",1
"182","ipt131","testpasstiles",15,12,3,"success",1
"183","ipt131","testpasstiles",15,12,3,"success",1
"184","ipt133","testpasstiles",16,15,1,"failure",0
"185","ipt133","testpasstiles",16,15,1,"success",0
"186","ipt133","testpasstiles",16,15,1,"success",0
"187","ipt133","testpasstiles",16,15,1,"success",1
"188","ipt133","testpasstiles",16,15,1,"success",0
"189","ipt133","testpasstiles",16,15,1,"success",1
"190","ipt133","testpasstiles",16,15,1,"success",1
"191","ipt133","testpasstiles",16,15,1,"success",0
"192","ipt133","testpasstiles",16,15,1,"success",0
"193","ipt133","testpasstiles",16,15,1,"success",0
"194","ipt133","testpasstiles",16,15,1,"success",2.98680555555556
"195","ipt133","testpasstiles",16,15,1,"success",0
"196","ipt133","testpasstiles",16,15,1,"success",0
"197","ipt133","testpasstiles",16,15,1,"success",0
"198","ipt133","testpasstiles",16,15,1,"success",0
"199","ipt133","testpasstiles",16,15,1,"success",0
"200","ipt134","testpasstiles",20,15,5,"success",0
"201","ipt134","testpasstiles",20,15,5,"success",0
"202","ipt134","testpasstiles",20,15,5,"success",0
"203","ipt134","testpasstiles",20,15,5,"success",1
"204","ipt134","testpasstiles",20,15,5,"failure",0
"205","ipt134","testpasstiles",20,15,5,"failure",0
"206","ipt134","testpasstiles",20,15,5,"success",0
"207","ipt134","testpasstiles",20,15,5,"failure",0
"208","ipt134","testpasstiles",20,15,5,"failure",2
"209","ipt134","testpasstiles",20,15,5,"success",0
"210","ipt134","testpasstiles",20,15,5,"success",1
"211","ipt134","testpasstiles",20,15,5,"success",1
"212","ipt134","testpasstiles",20,15,5,"failure",0
"213","ipt134","testpasstiles",20,15,5,"success",1
"214","ipt134","testpasstiles",20,15,5,"success",0
"215","ipt134","testpasstiles",20,15,5,"success",0
"216","ipt134","testpasstiles",20,15,5,"success",0
"217","ipt134","testpasstiles",20,15,5,"success",1
"218","ipt134","testpasstiles",20,15,5,"success",0
"219","ipt134","testpasstiles",20,15,5,"success",0
"220","ipt136","testpasstiles",18,15,3,"success",0
"221","ipt136","testpasstiles",18,15,3,"success",0
"222","ipt136","testpasstiles",18,15,3,"success",1
"223","ipt136","testpasstiles",18,15,3,"success",1
"224","ipt136","testpasstiles",18,15,3,"failure",0
"225","ipt136","testpasstiles",18,15,3,"failure",1
"226","ipt136","testpasstiles",18,15,3,"failure",0
"227","ipt136","testpasstiles",18,15,3,"success",0
"228","ipt136","testpasstiles",18,15,3,"success",0
"229","ipt136","testpasstiles",18,15,3,"success",0
"230","ipt136","testpasstiles",18,15,3,"success",0
"231","ipt136","testpasstiles",18,15,3,"success",1
"232","ipt136","testpasstiles",18,15,3,"success",0
"233","ipt136","testpasstiles",18,15,3,"success",0
"234","ipt136","testpasstiles",18,15,3,"success",1
"235","ipt136","testpasstiles",18,15,3,"success",1
"236","ipt136","testpasstiles",18,15,3,"success",0
"237","ipt136","testpasstiles",18,15,3,"success",0
"238","ipt137","testpasstiles",20,16,4,"success",0
"239","ipt137","testpasstiles",20,16,4,"success",0
"240","ipt137","testpasstiles",20,16,4,"failure",1
"241","ipt137","testpasstiles",20,16,4,"failure",0
"242","ipt137","testpasstiles",20,16,4,"success",1
"243","ipt137","testpasstiles",20,16,4,"failure",0
"244","ipt137","testpasstiles",20,16,4,"failure",1
"245","ipt137","testpasstiles",20,16,4,"success",0
"246","ipt137","testpasstiles",20,16,4,"success",1
"247","ipt137","testpasstiles",20,16,4,"success",0
"248","ipt137","testpasstiles",20,16,4,"success",1
"249","ipt137","testpasstiles",20,16,4,"success",0
"250","ipt137","testpasstiles",20,16,4,"success",0
"251","ipt137","testpasstiles",20,16,4,"success",1
"252","ipt137","testpasstiles",20,16,4,"success",0
"253","ipt137","testpasstiles",20,16,4,"success",1
"254","ipt137","testpasstiles",20,16,4,"success",1
"255","ipt137","testpasstiles",20,16,4,"success",0
"256","ipt137","testpasstiles",20,16,4,"success",0
"257","ipt137","testpasstiles",20,16,4,"success",0
"258","ipt143","testpasstiles",18,15,3,"success",0
"259","ipt143","testpasstiles",18,15,3,"success",0
"260","ipt143","testpasstiles",18,15,3,"success",1
"261","ipt143","testpasstiles",18,15,3,"failure",1
"262","ipt143","testpasstiles",18,15,3,"failure",0
"263","ipt143","testpasstiles",18,15,3,"success",0
"264","ipt143","testpasstiles",18,15,3,"success",0
"265","ipt143","testpasstiles",18,15,3,"success",0
"266","ipt143","testpasstiles",18,15,3,"success",1
"267","ipt143","testpasstiles",18,15,3,"success",3
"268","ipt143","testpasstiles",18,15,3,"success",0
"269","ipt143","testpasstiles",18,15,3,"success",0
"270","ipt143","testpasstiles",18,15,3,"success",0
"271","ipt143","testpasstiles",18,15,3,"success",0
"272","ipt143","testpasstiles",18,15,3,"success",0
"273","ipt143","testpasstiles",18,15,3,"success",0
"274","ipt143","testpasstiles",18,15,3,"failure",0
"275","ipt143","testpasstiles",18,15,3,"success",0
"276","ipt145","testpasstiles",16,15,1,"success",0
"277","ipt145","testpasstiles",16,15,1,"success",0
"278","ipt145","testpasstiles",16,15,1,"success",1
"279","ipt145","testpasstiles",16,15,1,"success",1
"280","ipt145","testpasstiles",16,15,1,"success",0
"281","ipt145","testpasstiles",16,15,1,"failure",1
"282","ipt145","testpasstiles",16,15,1,"success",1
"283","ipt145","testpasstiles",16,15,1,"success",1
"284","ipt145","testpasstiles",16,15,1,"success",1
"285","ipt145","testpasstiles",16,15,1,"success",0
"286","ipt145","testpasstiles",16,15,1,"success",0
"287","ipt145","testpasstiles",16,15,1,"success",0
"288","ipt145","testpasstiles",16,15,1,"success",0
"289","ipt145","testpasstiles",16,15,1,"success",0
"290","ipt145","testpasstiles",16,15,1,"success",1
"291","ipt145","testpasstiles",16,15,1,"success",0
